from,to,Effect,weight,color,origin,direction,study,tissue,cell
NICHE,Prkcd,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Ptk2b,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Erbb4,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Fgfr2,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Pdgfb,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Nrg3,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Gria1,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Gria2,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Mef2a,Hivep2,-1,0.971905555,red,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Mitf,Jazf1,-1,0.99833318,red,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Mitf,Zfpm2,-1,0.99833318,red,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Nfkb1,Lyn,1,0.956511593,green,App,vis_net_I,Parabiosis2,Brain,Mgl
Prkca,Crebbp,-1,0.960010749,red,App,vis_net_I,Parabiosis2,Brain,Mgl
Lyn,Prkca,1,0.872864528,green,App,vis_net_I,Parabiosis2,Brain,Mgl
Lyn,Mapk14,1,0.872864528,green,App,vis_net_I,Parabiosis2,Brain,Mgl
Mapk14,Mef2a,1,0.952203013,green,App,vis_net_I,Parabiosis2,Brain,Mgl
App,Nfkb1,1,0.970246707,green,App,vis_net_I,Parabiosis2,Brain,Mgl
Crebbp,Mitf,1,0.993418028,green,App,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,App,1,0.971466772,green,App,vis_net_I,Parabiosis2,Brain,Mgl
Mef2a,Hivep2,-1,0.971905555,red,App,vis_net_I,Parabiosis2,Brain,Mgl
Mitf,Jazf1,-1,0.99833318,red,App,vis_net_I,Parabiosis2,Brain,Mgl
Mitf,Zfpm2,-1,0.99833318,red,App,vis_net_I,Parabiosis2,Brain,Mgl
Egfr,Esr1,1,0.883393628,green,Mapk14,vis_net_A,Parabiosis2,Liver,Cho
Mapk14,Egfr,-1,0.994151277,red,Mapk14,vis_net_A,Parabiosis2,Liver,Cho
Vegfa,Mapk14,1,0.992323749,green,Mapk14,vis_net_A,Parabiosis2,Liver,Cho
NICHE,Vegfa,1,0.968458324,green,Mapk14,vis_net_A,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Mapk14,vis_net_A,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Egfr,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Egfr,1,0.968458324,green,Egfr,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Egfr,vis_net_I,Parabiosis2,Liver,Cho
Prkca,Egfr,1,0.980792254,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Plcb1,Egfr,1,0.959470424,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Fgfr2,Prkca,1,0.983823323,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Fgfr2,Plcb1,1,0.983823323,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Fgfr2,Pik3ca,1,0.983823323,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Fgfr2,Pik3r1,1,0.983823323,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Fgfr2,1,0.968458324,green,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Fgfr2,vis_net_I,Parabiosis2,Liver,Cho
Prkca,Egfr,1,0.980792254,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Prkca,1,0.883393628,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
Erbb4,Prkca,1,0.994478087,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
Chrm3,Prkca,1,0.999138513,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
Fgfr2,Prkca,1,0.983823323,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Egfr,1,0.968458324,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Erbb4,1,0.968458324,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Chrm3,1,0.968458324,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Fgfr2,1,0.968458324,green,Prkca,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Prkca,vis_net_I,Parabiosis2,Liver,Cho
Ptk2,Fn1,1,0.990181318,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Ptk2,1,0.883393628,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Fn1,Ptk2,1,0.985857959,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Fn1,Igf1,1,0.985857959,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Fn1,Angpt1,1,0.985857959,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Fga,Ptk2,1,0.998173846,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Igf1,Egfr,1,0.990484588,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Fgg,Ptk2,1,0.996950583,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Angpt1,Egfr,1,0.997050907,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Fgb,Ptk2,1,0.998282535,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Gfra1,Ptk2,1,0.99939302,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Egfr,1,0.968458324,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Fn1,1,0.968458324,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Fga,1,0.968458324,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Fgg,1,0.968458324,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Fgb,1,0.968458324,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Gfra1,1,0.968458324,green,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Ptk2,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3ca,1,0.980451858,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3r1,1,0.980451858,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Apoe,Lrp1,1,0.93811763,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Apob,Ldlr,1,0.967099905,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Lrp1,Sdc2,1,0.934945335,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Ldlr,Apoe,1,0.965935272,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Apob,1,0.968458324,green,Apob,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Apob,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3ca,1,0.980451858,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3r1,1,0.980451858,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Apoe,Lrp1,1,0.93811763,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Lrp1,Sdc2,1,0.934945335,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Apoe,1,0.968458324,green,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Apoe,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Fn1,vis_net_I,Parabiosis2,Liver,Cho
Fn1,Igf1,1,0.985857959,green,Fn1,vis_net_I,Parabiosis2,Liver,Cho
Fn1,Angpt1,1,0.985857959,green,Fn1,vis_net_I,Parabiosis2,Liver,Cho
Igf1,Egfr,1,0.990484588,green,Fn1,vis_net_I,Parabiosis2,Liver,Cho
Angpt1,Egfr,1,0.997050907,green,Fn1,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Fn1,1,0.968458324,green,Fn1,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Fn1,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Vegfa,vis_net_I,Parabiosis2,Liver,Cho
Vegfa,Egfr,1,0.992323749,green,Vegfa,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Vegfa,1,0.968458324,green,Vegfa,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Vegfa,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3ca,1,0.980451858,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3r1,1,0.980451858,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Abca1,Apoa1,1,0.987264972,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Apoa1,Apoe,1,0.95876913,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Apoe,Lrp1,1,0.93811763,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Lrp1,Sdc2,1,0.934945335,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Abca1,1,0.968458324,green,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Abca1,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Cdh2,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Cdh2,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Cdh2,vis_net_I,Parabiosis2,Liver,Cho
Cdh2,Pik3ca,1,0.991562463,green,Cdh2,vis_net_I,Parabiosis2,Liver,Cho
Cdh2,Pik3r1,1,0.991562463,green,Cdh2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Cdh2,1,0.968458324,green,Cdh2,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Cdh2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Esr1,1,0.968458324,green,Esr1,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Esr1,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3ca,1,0.980451858,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3r1,1,0.980451858,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Apoe,Lrp1,1,0.93811763,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Lrp1,Sdc2,1,0.934945335,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Ldlr,Apoe,1,0.965935272,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Ldlr,1,0.968458324,green,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Ldlr,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3ca,1,0.980451858,green,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3r1,1,0.980451858,green,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
Lrp1,Sdc2,1,0.934945335,green,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Lrp1,1,0.968458324,green,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Lrp1,vis_net_I,Parabiosis2,Liver,Cho
Egfr,Esr1,1,0.883393628,green,Sdc2,vis_net_I,Parabiosis2,Liver,Cho
Pik3ca,Egfr,1,0.977946384,green,Sdc2,vis_net_I,Parabiosis2,Liver,Cho
Pik3r1,Egfr,1,0.915676649,green,Sdc2,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3ca,1,0.980451858,green,Sdc2,vis_net_I,Parabiosis2,Liver,Cho
Sdc2,Pik3r1,1,0.980451858,green,Sdc2,vis_net_I,Parabiosis2,Liver,Cho
NICHE,Sdc2,1,0.968458324,green,Sdc2,vis_net_I,Parabiosis2,Liver,Cho
Esr1,Zbtb20,-1,0.992789847,red,Sdc2,vis_net_I,Parabiosis2,Liver,Cho
Prkce,Chuk,1,0.949911313,green,Chuk,vis_net_A,Parabiosis2,Liver,Endoth
Crebbp,Foxo1,1,0.991739729,green,Chuk,vis_net_A,Parabiosis2,Liver,Endoth
Chuk,Crebbp,1,0.993080021,green,Chuk,vis_net_A,Parabiosis2,Liver,Endoth
NICHE,Prkce,1,0.974536065,green,Chuk,vis_net_A,Parabiosis2,Liver,Endoth
Foxo1,Foxn3,1,0.989099918,green,Chuk,vis_net_A,Parabiosis2,Liver,Endoth
Egfr,Pik3r1,1,0.918003518,green,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Egfr,Jak1,1,0.918003518,green,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Mapk14,Egfr,-1,0.978961826,red,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Pik3r1,Foxo1,-1,0.943216812,red,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Rapgef4,Mapk14,1,0.988968598,green,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Jak1,Foxo1,1,0.982181234,green,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Adcy9,Rapgef4,1,0.988968598,green,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
NICHE,Adcy9,1,0.974536065,green,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Foxo1,Foxn3,1,0.989099918,green,Adcy9,vis_net_A,Parabiosis2,Liver,Endoth
Nr3c1,Pik3r1,1,0.996963135,green,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Nr3c1,Crebbp,-1,0.996963135,red,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Fyn,Pik3r1,1,0.981149219,green,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Pten,Pik3r1,-1,0.989518628,red,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Gsk3b,Nr3c1,1,0.980057626,green,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Gsk3b,Fyn,1,0.980057626,green,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Gsk3b,Pten,-1,0.980057626,red,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Pik3r1,Foxo1,-1,0.943216812,red,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Lrp6,Gsk3b,-1,0.997865284,red,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Crebbp,Foxo1,1,0.991739729,green,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
NICHE,Lrp6,1,0.974536065,green,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Foxo1,Foxn3,1,0.989099918,green,Gsk3b,vis_net_I,Parabiosis2,Liver,Endoth
Ppp2ca,Elf1,-1,0.999732841,red,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Rhoa,Ppp1cb,1,0.996843899,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Rhoa,Jak1,1,0.996843899,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Hsp90aa1,Rhoa,1,0.999305706,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Hsp90aa1,Rac1,1,0.999305706,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Hsp90aa1,Kras,1,0.999305706,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Ppp1cb,Atf4,-1,0.999869445,red,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Mapk14,Fos,1,0.999731513,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Mapk14,Jund,1,0.999731513,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Rac1,Ncf2,1,0.999734118,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Rac1,Cyba,1,0.999734118,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Braf,Ywhae,1,0.999766187,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Kras,Braf,1,0.999789052,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Ywhae,Ppp2ca,-1,0.99979887,red,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Jak1,Stat3,1,0.999620261,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Ncf2,Mapk14,1,0.999412624,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Cyba,Mapk14,1,0.999947221,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
NICHE,Hsp90aa1,1,0.996795708,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Stat3,Hivep2,1,0.998276011,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Fos,Csrnp1,1,0.999664536,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Elf1,Foxn3,1,0.999891313,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Jund,Tsc22d2,1,0.999957453,green,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Atf4,Tcf15,-1,0.999936214,red,Hsp90aa1,vis_net_A,Parabiosis2,LSK,Granulocyte
Cebpb,Ppp2ca,1,0.999952144,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Ppp2ca,Elf1,-1,0.999732841,red,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Rhoa,Ppp1cb,1,0.996843899,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Prkce,Stat3,1,0.999809306,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Ppp1cb,Atf4,-1,0.999869445,red,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Mapk14,Cebpb,1,0.999731513,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Mapk14,Fos,1,0.999731513,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Mapk14,Jund,1,0.999731513,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Gnai2,Rhoa,1,0.999374352,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Gnai2,Prkce,1,0.999374352,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Gnai2,Mapk14,1,0.999374352,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
NICHE,Gnai2,1,0.996795708,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Stat3,Hivep2,1,0.998276011,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Fos,Csrnp1,1,0.999664536,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Elf1,Foxn3,1,0.999891313,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Jund,Tsc22d2,1,0.999957453,green,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Atf4,Tcf15,-1,0.999936214,red,Gnai2,vis_net_A,Parabiosis2,LSK,Granulocyte
Grb2,Akt3,1,0.998131293,green,Akt3,vis_net_A,Parabiosis2,LSK,Mzb
Hsp90aa1,Akt3,1,0.999176106,green,Akt3,vis_net_A,Parabiosis2,LSK,Mzb
Akt3,Jun,-1,0.996907531,red,Akt3,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Grb2,1,0.996593405,green,Akt3,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Hsp90aa1,1,0.996593405,green,Akt3,vis_net_A,Parabiosis2,LSK,Mzb
Jun,Hmgb1,-1,0.992360143,red,Akt3,vis_net_A,Parabiosis2,LSK,Mzb
Ptk2b,Blk,1,0.999596902,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
Ptpn6,Blk,-1,0.999813961,red,Blk,vis_net_A,Parabiosis2,LSK,Mzb
S1pr1,Blk,1,0.999942344,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
Blk,Stat3,1,0.999003071,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
Cd79a,Blk,-1,0.999309532,red,Blk,vis_net_A,Parabiosis2,LSK,Mzb
Cd79b,Blk,-1,0.998983022,red,Blk,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Ptk2b,1,0.996593405,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Ptpn6,1,0.996593405,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,S1pr1,1,0.996593405,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Cd79a,1,0.996593405,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Cd79b,1,0.996593405,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
Stat3,Hmgb1,1,0.99969662,green,Blk,vis_net_A,Parabiosis2,LSK,Mzb
Ptprc,Lyn,1,0.99975546,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
Lyn,Stat3,1,0.999151453,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
Lyn,Jun,-1,0.999151453,red,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
Ptk2b,Lyn,1,0.999596902,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
Ptpn6,Lyn,-1,0.999813961,red,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
S1pr1,Lyn,1,0.999942344,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Ptprc,1,0.996593405,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Ptk2b,1,0.996593405,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Ptpn6,1,0.996593405,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,S1pr1,1,0.996593405,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
Jun,Hmgb1,-1,0.992360143,red,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
Stat3,Hmgb1,1,0.99969662,green,Lyn,vis_net_A,Parabiosis2,LSK,Mzb
Grb2,Stat3,-1,0.998131293,red,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Syk,Jun,-1,0.99952437,red,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Ubc,Fbxw7,1,0.917189007,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Fbxw7,Jun,-1,0.971308983,red,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Traf3,Ubc,1,0.999004003,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Traf3,Ubb,1,0.999004003,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Traf3,Pik3cd,1,0.999004003,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Traf3,Rps27a,1,0.999004003,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Traf3,Uba52,1,0.999004003,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Ubb,Fbxw7,1,0.895077596,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Pik3cd,Grb2,1,0.999708717,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Pik3cd,Syk,1,0.999708717,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Rps27a,Fbxw7,1,0.807607303,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Uba52,Fbxw7,1,0.920459682,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Traf3,1,0.996593405,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Jun,Hmgb1,-1,0.992360143,red,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Stat3,Hmgb1,1,0.99969662,green,Traf3,vis_net_A,Parabiosis2,LSK,Mzb
Grb2,Stat3,-1,0.998131293,red,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
Syk,Jun,-1,0.99952437,red,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
Pik3r1,Grb2,1,0.998503996,green,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
Pik3r1,Syk,1,0.998503996,green,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
Gnas,Pik3r1,1,0.998981402,green,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
NICHE,Gnas,1,0.996593405,green,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
Jun,Hmgb1,-1,0.992360143,red,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
Stat3,Hmgb1,1,0.99969662,green,Gnas,vis_net_A,Parabiosis2,LSK,Mzb
H2-D1,Jun,1,0.999087107,green,H2-D1,vis_net_I,Parabiosis2,LSK,Mzb
NICHE,H2-D1,1,0.996593405,green,H2-D1,vis_net_I,Parabiosis2,LSK,Mzb
Jun,Hmgb1,-1,0.992360143,red,H2-D1,vis_net_I,Parabiosis2,LSK,Mzb
Stat3,Dusp1,1,0.999428875,green,Dusp1,vis_net_A,Parabiosis2,LSK,Tbdb
Jun,Dusp1,1,0.993070848,green,Dusp1,vis_net_A,Parabiosis2,LSK,Tbdb
