from,to,Effect,weight,color,origin,direction,study,tissue,cell
Ptk2,Mapk12,1,0.920041835,green,Itga1,vis_net_A,Exercise2,Heart,Pery
Mapk12,Rora,1,0.997784438,green,Itga1,vis_net_A,Exercise2,Heart,Pery
Itga1,Ptk2,1,0.980004877,green,Itga1,vis_net_A,Exercise2,Heart,Pery
NICHE,Itga1,1,0.960350343,green,Itga1,vis_net_A,Exercise2,Heart,Pery
Rora,Nr1d2,-1,0.993978548,red,Itga1,vis_net_A,Exercise2,Heart,Pery
Mapk1,Rora,-1,0.982463615,red,Itgb1,vis_net_A,Exercise2,Heart,Pery
Ptk2,Mapk1,1,0.920041835,green,Itgb1,vis_net_A,Exercise2,Heart,Pery
Ptk2,Mapk12,1,0.920041835,green,Itgb1,vis_net_A,Exercise2,Heart,Pery
Itgb1,Ptk2,1,0.977123045,green,Itgb1,vis_net_A,Exercise2,Heart,Pery
Mapk12,Rora,1,0.997784438,green,Itgb1,vis_net_A,Exercise2,Heart,Pery
NICHE,Itgb1,1,0.960350343,green,Itgb1,vis_net_A,Exercise2,Heart,Pery
Rora,Nr1d2,-1,0.993978548,red,Itgb1,vis_net_A,Exercise2,Heart,Pery
Mapk1,Rora,-1,0.982463615,red,Prkca,vis_net_A,Exercise2,Heart,Pery
Ptk2,Mapk1,1,0.920041835,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Ptk2,Mapk12,1,0.920041835,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Prkg1,Mapk14,1,0.997404932,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Prkg1,Mapk12,1,0.997404932,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Prkca,Ptk2,1,0.989164184,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Prkca,Prkg1,1,0.989164184,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Prkca,Gnb4,1,0.989164184,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Egfr,Gab1,1,0.993089988,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Egfr,Gab2,1,0.993089988,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Igf1r,Pik3ca,1,0.991383645,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Igf1r,Gab1,1,0.991383645,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Igf1r,Plcb4,1,0.991383645,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Pdgfrb,Pik3ca,1,0.993073498,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Pdgfrb,Gab1,1,0.993073498,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Pdgfrb,Gab2,1,0.993073498,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Pdgfrb,Plcb4,1,0.993073498,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Pik3ca,Prkca,1,0.954331095,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Mapk14,Rora,1,0.999868719,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Ngf,Pik3ca,1,0.984070966,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Itgb1,Pik3ca,1,0.977123045,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Gab1,Prkca,1,0.976403053,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Mapk12,Rora,1,0.997784438,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Grm7,Plcb4,1,0.995530065,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Sdc2,Pik3ca,1,0.994447402,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Ghr,Pik3ca,1,0.998999465,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Gab2,Prkca,1,0.983340085,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Kitl,Gab1,1,0.999370765,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Gnb4,Mapk1,1,0.997719924,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Plcb4,Prkca,1,0.995337474,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Egfr,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Igf1r,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Pdgfrb,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Ngf,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Itgb1,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Grm7,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Sdc2,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Ghr,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
NICHE,Kitl,1,0.960350343,green,Prkca,vis_net_A,Exercise2,Heart,Pery
Rora,Nr1d2,-1,0.993978548,red,Prkca,vis_net_A,Exercise2,Heart,Pery
Grb2,Rac1,1,0.966042379,green,Grb2,vis_net_I,Exercise2,Intestine,Dcii
Rac1,Nfkb1,1,0.967713528,green,Grb2,vis_net_I,Exercise2,Intestine,Dcii
NICHE,Grb2,1,0.998203651,green,Grb2,vis_net_I,Exercise2,Intestine,Dcii
Nfkb1,Etv3,-1,0.996484567,red,Grb2,vis_net_I,Exercise2,Intestine,Dcii
Rhoa,Grb2,1,0.779564034,green,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
Rhoa,Hsp90aa1,1,0.779564034,green,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
Grb2,Rac1,1,0.966042379,green,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
Hsp90aa1,Rac1,1,0.959807753,green,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
Rac1,Nfkb1,1,0.967713528,green,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
Itgb1,Rhoa,1,0.815859088,green,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
NICHE,Itgb1,1,0.998203651,green,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
Nfkb1,Etv3,-1,0.996484567,red,Itgb1,vis_net_I,Exercise2,Intestine,Dcii
Il2rg,Ets1,1,0.999183119,green,Cd3d,vis_net_I,Exercise2,Intestine,Nkcell
Cd3d,Il2rg,1,0.999410832,green,Cd3d,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Cd3d,1,0.999439218,green,Cd3d,vis_net_I,Exercise2,Intestine,Nkcell
Ets1,Batf3,-1,0.999723757,red,Cd3d,vis_net_I,Exercise2,Intestine,Nkcell
Il2rg,Ets1,1,0.999183119,green,Cd3e,vis_net_I,Exercise2,Intestine,Nkcell
Cd3e,Il2rg,1,0.999295213,green,Cd3e,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Cd3e,1,0.999439218,green,Cd3e,vis_net_I,Exercise2,Intestine,Nkcell
Ets1,Batf3,-1,0.999723757,red,Cd3e,vis_net_I,Exercise2,Intestine,Nkcell
Il2rg,Ets1,1,0.999183119,green,Cd3g,vis_net_I,Exercise2,Intestine,Nkcell
Cd3g,Il2rg,1,0.998219577,green,Cd3g,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Cd3g,1,0.999439218,green,Cd3g,vis_net_I,Exercise2,Intestine,Nkcell
Ets1,Batf3,-1,0.999723757,red,Cd3g,vis_net_I,Exercise2,Intestine,Nkcell
Il2rg,Ets1,1,0.999183119,green,Il2rg,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Il2rg,1,0.999439218,green,Il2rg,vis_net_I,Exercise2,Intestine,Nkcell
Ets1,Batf3,-1,0.999723757,red,Il2rg,vis_net_I,Exercise2,Intestine,Nkcell
Ptpn6,Fcer1g,-1,0.998320735,red,Ptpn6,vis_net_I,Exercise2,Intestine,Nkcell
Fcer1g,Fos,-1,0.99967136,red,Ptpn6,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Ptpn6,1,0.999439218,green,Ptpn6,vis_net_I,Exercise2,Intestine,Nkcell
Fos,Batf3,-1,0.999958048,red,Ptpn6,vis_net_I,Exercise2,Intestine,Nkcell
Fyn,Fcer1g,1,0.99925467,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Fyn,H2-K1,1,0.99925467,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Fyn,H2-D1,1,0.99925467,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Fyn,B2m,1,0.99925467,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Ptprc,Fyn,1,0.999876609,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Fcer1g,Fos,-1,0.99967136,red,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Fcer1g,Fyn,1,0.99967136,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
H2-K1,Jun,1,0.999245038,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
H2-D1,Jun,1,0.999259673,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Itga1,Fyn,1,0.999511457,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Itgae,Fyn,1,0.999981741,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
B2m,Jun,1,0.999219301,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Ptprc,1,0.999439218,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Fcer1g,1,0.999439218,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Itga1,1,0.999439218,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
NICHE,Itgae,1,0.999439218,green,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Jun,Batf3,-1,0.99986401,red,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Fos,Batf3,-1,0.999958048,red,Fyn,vis_net_I,Exercise2,Intestine,Nkcell
Rhoa,Il2rg,1,0.756020223,green,Grb2,vis_net_A,Exercise2,Liver,Bcell
Rhoa,Jak1,1,0.756020223,green,Grb2,vis_net_A,Exercise2,Liver,Bcell
Grb2,Rap1b,1,0.945612215,green,Grb2,vis_net_A,Exercise2,Liver,Bcell
Rap1b,Rhoa,-1,0.944691558,red,Grb2,vis_net_A,Exercise2,Liver,Bcell
Il2rg,Ets1,1,0.962326985,green,Grb2,vis_net_A,Exercise2,Liver,Bcell
Jak1,Ets1,1,0.951795665,green,Grb2,vis_net_A,Exercise2,Liver,Bcell
NICHE,Grb2,1,0.994322507,green,Grb2,vis_net_A,Exercise2,Liver,Bcell
Ets1,Akna,-1,0.968363713,red,Grb2,vis_net_A,Exercise2,Liver,Bcell
Rhoa,Il2rg,1,0.756020223,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
Rhoa,Jak1,1,0.756020223,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
Hsp90aa1,Rhoa,1,0.924426291,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
Hsp90aa1,Rock1,1,0.924426291,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
Rock1,Hsp90aa1,1,0.952418625,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
Il2rg,Ets1,1,0.962326985,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
Jak1,Ets1,1,0.951795665,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
NICHE,Hsp90aa1,1,0.994322507,green,Rock1,vis_net_I,Exercise2,Liver,Bcell
Ets1,Akna,-1,0.968363713,red,Rock1,vis_net_I,Exercise2,Liver,Bcell
Rhoa,Il2rg,1,0.756020223,green,Hsp90aa1,vis_net_I,Exercise2,Liver,Bcell
Rhoa,Jak1,1,0.756020223,green,Hsp90aa1,vis_net_I,Exercise2,Liver,Bcell
Hsp90aa1,Rhoa,1,0.924426291,green,Hsp90aa1,vis_net_I,Exercise2,Liver,Bcell
Il2rg,Ets1,1,0.962326985,green,Hsp90aa1,vis_net_I,Exercise2,Liver,Bcell
Jak1,Ets1,1,0.951795665,green,Hsp90aa1,vis_net_I,Exercise2,Liver,Bcell
NICHE,Hsp90aa1,1,0.994322507,green,Hsp90aa1,vis_net_I,Exercise2,Liver,Bcell
Ets1,Akna,-1,0.968363713,red,Hsp90aa1,vis_net_I,Exercise2,Liver,Bcell
Ptprc,Jak1,1,0.994892713,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Csk,Ptprc,1,0.995006963,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Csk,Rhoa,1,0.995006963,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Rhoa,Il2rg,1,0.756020223,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Rhoa,Jak1,1,0.756020223,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Il2rg,Ets1,1,0.962326985,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Jak1,Ets1,1,0.951795665,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Cd79a,Csk,1,0.981296702,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
NICHE,Cd79a,1,0.994322507,green,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Ets1,Akna,-1,0.968363713,red,Cd79a,vis_net_I,Exercise2,Liver,Bcell
Ptprc,Jak1,1,0.994892713,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Csk,Ptprc,1,0.995006963,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Csk,Rhoa,1,0.995006963,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Rhoa,Il2rg,1,0.756020223,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Rhoa,Jak1,1,0.756020223,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Il2rg,Ets1,1,0.962326985,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Jak1,Ets1,1,0.951795665,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Cd79b,Csk,1,0.98253418,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
NICHE,Cd79b,1,0.994322507,green,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Ets1,Akna,-1,0.968363713,red,Cd79b,vis_net_I,Exercise2,Liver,Bcell
Il2rg,Ets1,1,0.962326985,green,Il2rg,vis_net_I,Exercise2,Liver,Bcell
NICHE,Il2rg,1,0.994322507,green,Il2rg,vis_net_I,Exercise2,Liver,Bcell
Ets1,Akna,-1,0.968363713,red,Il2rg,vis_net_I,Exercise2,Liver,Bcell
Nfkb1,Lyn,1,0.992685447,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Nfkb1,H2-K1,1,0.992685447,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Nfkb1,H2-D1,1,0.992685447,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Nfkb1,H2-T23,1,0.992685447,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Nfkb1,B2m,1,0.992685447,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Lyn,Stat3,1,0.999470947,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Lyn,Jun,-1,0.999470947,red,Il1b,vis_net_I,Exercise2,Liver,Mac
Lyn,Stat1,1,0.999470947,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Il1b,Nfkb1,1,0.994067997,green,Il1b,vis_net_I,Exercise2,Liver,Mac
H2-K1,Jun,1,0.999259049,green,Il1b,vis_net_I,Exercise2,Liver,Mac
H2-D1,Jun,1,0.999142099,green,Il1b,vis_net_I,Exercise2,Liver,Mac
H2-T23,Jun,1,0.999655689,green,Il1b,vis_net_I,Exercise2,Liver,Mac
B2m,Jun,1,0.999113709,green,Il1b,vis_net_I,Exercise2,Liver,Mac
NICHE,Il1b,1,0.998123395,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Stat3,Hivep2,-1,0.999866326,red,Il1b,vis_net_I,Exercise2,Liver,Mac
Jun,Zbtb20,1,0.999299472,green,Il1b,vis_net_I,Exercise2,Liver,Mac
Stat1,Batf2,-1,0.999755665,red,Il1b,vis_net_I,Exercise2,Liver,Mac
Stat3,Batf2,-1,0.999866326,red,Il1b,vis_net_I,Exercise2,Liver,Mac
Nfkb1,Lyn,1,0.992685447,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Nfkb1,H2-K1,1,0.992685447,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Nfkb1,H2-D1,1,0.992685447,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Nfkb1,H2-T23,1,0.992685447,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Nfkb1,B2m,1,0.992685447,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Lyn,Stat3,1,0.999470947,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Lyn,Jun,-1,0.999470947,red,Cd14,vis_net_I,Exercise2,Liver,Mac
Lyn,Stat1,1,0.999470947,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Ubc,Rbx1,1,0.923882152,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Nfkbia,Nfkb1,-1,0.990404897,red,Cd14,vis_net_I,Exercise2,Liver,Mac
Cd14,Ubc,1,0.791182732,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Cd14,Ubb,1,0.791182732,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Rbx1,Nfkbia,-1,0.984045605,red,Cd14,vis_net_I,Exercise2,Liver,Mac
Ubb,Rbx1,1,0.914810513,green,Cd14,vis_net_I,Exercise2,Liver,Mac
H2-K1,Jun,1,0.999259049,green,Cd14,vis_net_I,Exercise2,Liver,Mac
H2-D1,Jun,1,0.999142099,green,Cd14,vis_net_I,Exercise2,Liver,Mac
H2-T23,Jun,1,0.999655689,green,Cd14,vis_net_I,Exercise2,Liver,Mac
B2m,Jun,1,0.999113709,green,Cd14,vis_net_I,Exercise2,Liver,Mac
NICHE,Cd14,1,0.998123395,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Stat3,Hivep2,-1,0.999866326,red,Cd14,vis_net_I,Exercise2,Liver,Mac
Jun,Zbtb20,1,0.999299472,green,Cd14,vis_net_I,Exercise2,Liver,Mac
Stat1,Batf2,-1,0.999755665,red,Cd14,vis_net_I,Exercise2,Liver,Mac
Stat3,Batf2,-1,0.999866326,red,Cd14,vis_net_I,Exercise2,Liver,Mac
Ets1,Rps19,1,0.980156485,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Ptprc,Jak1,1,0.990008938,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Csk,Ptprc,1,0.978407017,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Csk,Rhoa,1,0.978407017,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Csk,Lyn,-1,0.978407017,red,Grb2,vis_net_A,Exercise2,Lung,Bcell
Rhoa,Il2rg,1,0.800652258,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Rhoa,Jak1,1,0.800652258,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Lyn,Syk,1,0.989639635,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Ep300,Ebf1,1,0.997610969,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Grb2,Csk,1,0.949370504,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Grb2,Rap1b,1,0.949370504,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Syk,Fos,-1,0.988893125,red,Grb2,vis_net_A,Exercise2,Lung,Bcell
Rap1b,Rhoa,-1,0.980768407,red,Grb2,vis_net_A,Exercise2,Lung,Bcell
Rpl11,Ep300,-1,0.995150186,red,Grb2,vis_net_A,Exercise2,Lung,Bcell
Il2rg,Ets1,1,0.970885389,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Jak1,Ets1,1,0.961098744,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Rps19,Rpl11,1,0.996832308,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
NICHE,Grb2,1,0.992630685,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Fos,Csrnp1,1,0.998226211,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Ebf1,Arid5a,1,0.999612976,green,Grb2,vis_net_A,Exercise2,Lung,Bcell
Lyn,Fos,-1,0.997101268,red,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Syk,Fos,-1,0.998854573,red,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Lyn,-1,0.994570768,red,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Syk,-1,0.994570768,red,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Fcer1g,-1,0.994570768,red,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Rac1,Nfkb1,1,0.991943619,green,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Itgb1,Ptpn6,1,0.991442441,green,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Itgb1,Rac1,1,0.991442441,green,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Fcer1g,Fos,-1,0.997641223,red,Itgb1,vis_net_A,Exercise2,Lung,Monocy
NICHE,Itgb1,1,0.995851283,green,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Nfkb1,Etv3,1,0.978139868,green,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Fos,Csrnp1,1,0.990946742,green,Itgb1,vis_net_A,Exercise2,Lung,Monocy
Tlr2,Fos,1,0.986069482,green,Tlr2,vis_net_A,Exercise2,Lung,Monocy
Tlr2,Rac1,1,0.986069482,green,Tlr2,vis_net_A,Exercise2,Lung,Monocy
Rac1,Nfkb1,1,0.991943619,green,Tlr2,vis_net_A,Exercise2,Lung,Monocy
NICHE,Tlr2,1,0.995851283,green,Tlr2,vis_net_A,Exercise2,Lung,Monocy
Nfkb1,Etv3,1,0.978139868,green,Tlr2,vis_net_A,Exercise2,Lung,Monocy
Fos,Csrnp1,1,0.990946742,green,Tlr2,vis_net_A,Exercise2,Lung,Monocy
Ptpn1,Prkcd,-1,0.996910013,red,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Ptpn1,Ifngr1,1,0.996910013,green,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Ptpn1,Nfkbia,-1,0.996910013,red,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Lyn,Fos,-1,0.997101268,red,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Prkcd,Nfkb1,1,0.998502347,green,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Prkcd,Lyn,1,0.998502347,green,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Ifngr1,Nfkb1,1,0.99730349,green,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Nfkbia,Nfkb1,-1,0.975415413,red,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
NICHE,Ptpn1,1,0.995851283,green,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Nfkb1,Etv3,1,0.978139868,green,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Fos,Csrnp1,1,0.990946742,green,Ptpn1,vis_net_A,Exercise2,Lung,Monocy
Jun,Il1b,1,0.993590196,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Csk,Lyn,-1,0.999632524,red,B2m,vis_net_A,Exercise2,Lung,Monocy
Lyn,Nfkb1,1,0.997101268,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Lyn,Fos,-1,0.997101268,red,B2m,vis_net_A,Exercise2,Lung,Monocy
Grb2,Prkcd,1,0.997896994,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Grb2,Rac1,1,0.997896994,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Prkcd,Nfkb1,1,0.998502347,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Syk,Fos,-1,0.998854573,red,B2m,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Lyn,-1,0.994570768,red,B2m,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Syk,-1,0.994570768,red,B2m,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Ifngr1,1,0.994570768,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Fcer1g,-1,0.994570768,red,B2m,vis_net_A,Exercise2,Lung,Monocy
Rac1,Nfkb1,1,0.991943619,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Il1b,Nfkb1,1,0.981801327,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Ifngr1,Nfkb1,1,0.99730349,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Lcp2,Rac1,1,0.998673652,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Lcp2,Rac2,1,0.998673652,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Fcer1g,Fos,-1,0.997641223,red,B2m,vis_net_A,Exercise2,Lung,Monocy
Rac2,Nfkb1,1,0.999416508,green,B2m,vis_net_A,Exercise2,Lung,Monocy
B2m,Jun,1,0.997393553,green,B2m,vis_net_A,Exercise2,Lung,Monocy
B2m,Csk,1,0.997393553,green,B2m,vis_net_A,Exercise2,Lung,Monocy
B2m,Grb2,1,0.997393553,green,B2m,vis_net_A,Exercise2,Lung,Monocy
B2m,Ptpn6,1,0.997393553,green,B2m,vis_net_A,Exercise2,Lung,Monocy
B2m,Lcp2,1,0.997393553,green,B2m,vis_net_A,Exercise2,Lung,Monocy
NICHE,B2m,1,0.995851283,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Nfkb1,Etv3,1,0.978139868,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Fos,Csrnp1,1,0.990946742,green,B2m,vis_net_A,Exercise2,Lung,Monocy
Jun,Il1b,1,0.993590196,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Csk,Lyn,-1,0.999632524,red,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Lyn,Nfkb1,1,0.997101268,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Lyn,Fos,-1,0.997101268,red,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Grb2,Prkcd,1,0.997896994,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Grb2,Rac1,1,0.997896994,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Prkcd,Nfkb1,1,0.998502347,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Syk,Fos,-1,0.998854573,red,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Lyn,-1,0.994570768,red,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Syk,-1,0.994570768,red,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Ifngr1,1,0.994570768,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Fcer1g,-1,0.994570768,red,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Rac1,Nfkb1,1,0.991943619,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Il1b,Nfkb1,1,0.981801327,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Ifngr1,Nfkb1,1,0.99730349,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Lcp2,Rac1,1,0.998673652,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Lcp2,Rac2,1,0.998673652,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Fcer1g,Fos,-1,0.997641223,red,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Rac2,Nfkb1,1,0.999416508,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
H2-D1,Jun,1,0.997238193,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
H2-D1,Csk,1,0.997238193,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
H2-D1,Grb2,1,0.997238193,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
